id	name	formula	similarity	smiles	inchi	inchikey2D	score	xlogp	links
738	null	C42H36O10	0.343729571198271	C1=CC=C(C=C1)C(=O)OCC(CC(CC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5	InChI=1S/C42H36O10/c43-38(30-16-6-1-7-17-30)48-28-36(51-41(46)33-22-12-4-13-23-33)26-35(50-40(45)32-20-10-3-11-21-32)27-37(52-42(47)34-24-14-5-15-25-34)29-49-39(44)31-18-8-2-9-19-31/h1-25,35-37H,26-29H2	QVJMBDURMWJCQY	-312.82546552810817	8.89999962	PubChem:(10794827)
739	Glucosyringic acid	C15H20O10	0.6185848927873342	COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C(=O)O	InChI=1S/C15H20O10/c1-22-7-3-6(14(20)21)4-8(23-2)13(7)25-15-12(19)11(18)10(17)9(5-16)24-15/h3-4,9-12,15-19H,5H2,1-2H3,(H,20,21)	BLKMDORKRDACEI	-157.72280816237742	-0.912694156	PubChem:(14132338, 10383888, 117927266); MeSH:(10383888); KNApSAcK:(33008); Natural Products:(UNPD183039); SuperNatural:(SN00294171, SN00161831); COCONUT:(CNP0037703, CNP0148586); PubMed:(null)
740	3-formylbenzenesulfonate	C7H6O4S	0.4801961578079714	C1=CC(=CC(=C1)S(=O)(=O)O)C=O	InChI=1S/C7H6O4S/c8-5-6-2-1-3-7(4-6)12(9,10)11/h1-5H,(H,9,10,11)	MRXZEDMLQMDMGB	-73.44344331937039	0.100000001	PubChem:(104693, 59145550); KEGG Mine:(null)
742	null	C21H27N6O10P	0.418106774717977	CC(C(=O)OP(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=C(NC3=O)N)(C)O)O)OOCC4=CC=CC=C4)N	InChI=1S/C21H27N6O10P/c1-11(22)18(30)36-38(32,37-33-8-12-6-4-3-5-7-12)34-9-13-15(28)21(2,31)19(35-13)27-10-24-14-16(27)25-20(23)26-17(14)29/h3-7,10-11,13,15,19,28,31H,8-9,22H2,1-2H3,(H3,23,25,26,29)	VKCIYCFUEMUCHH	-424.8664458719992	-2.0999999	PubChem:(136409241)
743	null	C6H10O5	0.35606068004307195	C(C(C(C#CC(O)O)O)O)O	InChI=1S/C6H10O5/c7-3-5(9)4(8)1-2-6(10)11/h4-11H,3H2	SSUNFVCCIZCLMB	-89.79194580736042	-1.6546706	EcoCyc Mine:(null)
744	null	C16H26O10	0.6227919461902706	CC1(C(CC2C1C(OC=C2COC3C(C(C(C(O3)CO)O)O)O)O)O)O	InChI=1S/C16H26O10/c1-16(23)9(18)2-7-6(4-24-14(22)10(7)16)5-25-15-13(21)12(20)11(19)8(3-17)26-15/h4,7-15,17-23H,2-3,5H2,1H3	VXHRGRYUVRQQDW	-135.01355704914363	-2.45811248	KEGG Mine:(null)
745	null	C12H16N2O11S2	0.29031222810872453	CC(=O)OC1C(C(C(O1)N2C=CC(=O)NC2=O)OS(=O)(=O)C)OS(=O)(=O)C	InChI=1S/C12H16N2O11S2/c1-6(15)22-11-9(25-27(3,20)21)8(24-26(2,18)19)10(23-11)14-5-4-7(16)13-12(14)17/h4-5,8-11H,1-3H3,(H,13,16,17)	WNAXNMLREPXDKY	-449.2207401717907	-2.0	PubChem:(10670190)
746	beta-D-Galp-(1->3)-alpha-D-GalpNAc-OBn	C21H31NO11	0.48190446660393815	CC(=O)NC1C(C(C(OC1OCC2=CC=CC=C2)CO)O)OC3C(C(C(C(O3)CO)O)O)O	InChI=1S/C21H31NO11/c1-10(25)22-14-19(33-21-18(29)17(28)15(26)12(7-23)32-21)16(27)13(8-24)31-20(14)30-9-11-5-3-2-4-6-11/h2-6,12-21,23-24,26-29H,7-9H2,1H3,(H,22,25)	MYDRTQFLXCNCAG	-252.86996615599685	-2.37770677	PubChem:(5127523, 5288344, 66720472, 70171618, 70171622, 71313747, 117634740, 124914930, 124914931, 124914932, 124914933, 131632492, 131705351); CHEBI:(60241); ZINC bio:(ZINC04534242, ZINC04534243, ZINC04534244, ZINC04534245, ZINC64633906); PubChem class - bio and metabolites:(null); PubMed:(null)
747	null	C19H25N9O5	0.45515075970705293	C1COCCN1C2=NC=C(C=N2)CNCC3C(C(C(O3)N4C=NC5=C4N=C(NC5=O)N)O)O	InChI=1S/C19H25N9O5/c20-18-25-15-12(16(31)26-18)24-9-28(15)17-14(30)13(29)11(33-17)8-21-5-10-6-22-19(23-7-10)27-1-3-32-4-2-27/h6-7,9,11,13-14,17,21,29-30H,1-5,8H2,(H3,20,25,26,31)	OAQYECYWXGDFGV	-285.8903943307843	-2.23666048	PubChem:(136026604); PubMed:(null)
749	null	C30H38O19	0.4921771788862537	C1=CC(=C(C=C1C=C(C(O)OC2C(OC(C(C2OC3C(C(C(C(O3)CO)O)O)O)O)OCC(C4=CC(=C(C=C4)O)O)O)CO)C(=O)O)O)O	InChI=1S/C30H38O19/c31-8-19-21(38)22(39)23(40)30(46-19)49-26-24(41)29(45-10-18(37)12-2-4-15(34)17(36)7-12)47-20(9-32)25(26)48-28(44)13(27(42)43)5-11-1-3-14(33)16(35)6-11/h1-7,18-26,28-41,44H,8-10H2,(H,42,43)	JQQPRAODLAIKTE	-392.82783256136247	-2.85893035	KEGG Mine:(null)
750	Oprea1_234180	C8H6O4	0.5500722553447234	C1=CC(=C(C(=C1)C(=O)O)O)C=O	InChI=1S/C8H6O4/c9-4-5-2-1-3-6(7(5)10)8(11)12/h1-4,10H,(H,11,12)	YOEUNKPREOJHBW	-123.99714297046904	0.627145886	PubChem:(69117, 54675817); MeSH:(69117); CHEBI:(34334); KEGG:(C14096); ZINC bio:(ZINC00507925); PubChem class - bio and metabolites:(null); PubChem class - safety and toxic:(null); Training Set:(null); PubMed:(null)
751	13,14-Dihydro-15-keto-PGE1	C20H34O5	0.4842397119956643	CCCCCC(=O)CCC1C(CC(=O)C1CCCCCCC(=O)O)O	InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h16-17,19,23H,2-14H2,1H3,(H,24,25)	CDUVSQMTLOYKTR	-128.36871035717525	3.0999999	PubChem:(165284, 10784894, 9906611, 14849741, 22793058, 40565475); MeSH:(165284); CHEBI:(134499, 133408); COCONUT:(CNP0081824); additional:(null); PubMed:(null); KEGG Mine:(null)
752	Tanegool	C20H24O7	0.5631471042382659	COC1=C(C=CC(=C1)C2C(C(CO2)C(C3=CC(=C(C=C3)O)OC)O)CO)O	InChI=1S/C20H24O7/c1-25-17-7-11(3-5-15(17)22)19(24)14-10-27-20(13(14)9-21)12-4-6-16(23)18(8-12)26-2/h3-8,13-14,19-24H,9-10H2,1-2H3	MWQRAOGWLXTMIC	-221.06550879573683	1.29999995	PubChem:(10022393, 14205642, 21630005, 26087898, 44189585, 59330548, 76312319, 101345605); MeSH:(21630005); CHEBI:(70196, 70195); ZINC bio:(ZINC14435804, ZINC14435806, ZINC14435808, ZINC14435810, ZINC35464160, ZINC35464163, ZINC35464167); Natural Products:(UNPD35557, UNPD51954, UNPD85726, UNPD189066, UNPD172121); SuperNatural:(SN00403121, SN00360191, SN00033820, SN00036817, SN00033821, SN00277032, SN00036818, SN00033822, SN00020576, SN00036816); COCONUT:(CNP0236765); additional:(null); Training Set:(null); PubMed:(null); KEGG Mine:(null)
753	Benzaldehyde, 2,3,6-trihydroxy-	C7H6O4	0.5316325717639471	C1=CC(=C(C(=C1O)C=O)O)O	InChI=1S/C7H6O4/c8-3-4-5(9)1-2-6(10)7(4)11/h1-3,9-11H	PYVBGEUEQLAGGN	-89.92292041720282	0.899999976	PubChem:(12358156); ZINC bio:(ZINC14775515); Natural Products:(UNPD51046); SuperNatural:(SN00313084); COCONUT:(CNP0278067); KEGG Mine:(null)
754	(2S,3S,4S,5R,6R)-6-[(2R,3S,4R,5R,6S)-5-acetamido-2-(hydroxymethyl)-6-methoxy-4-phenylmethoxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	C22H31NO12	0.4505934787926806	CC(=O)NC1C(C(C(OC1OC)CO)OC2C(C(C(C(O2)C(=O)O)O)O)O)OCC3=CC=CC=C3	InChI=1S/C22H31NO12/c1-10(25)23-13-18(32-9-11-6-4-3-5-7-11)17(12(8-24)33-21(13)31-2)34-22-16(28)14(26)15(27)19(35-22)20(29)30/h3-7,12-19,21-22,24,26-28H,8-9H2,1-2H3,(H,23,25)(H,29,30)	ZOVAMQLRSHMUJZ	-295.598683286888	-1.89999998	PubChem:(11249081)
755	null	C9H10O7	0.3210099876492049	C(=CC(=O)C=CC(=O)O)C(C(C(=O)O)O)O	InChI=1S/C9H10O7/c10-5(2-4-7(12)13)1-3-6(11)8(14)9(15)16/h1-4,6,8,11,14H,(H,12,13)(H,15,16)	PFZPBJQHSOSRKI	-202.50393512955412	-1.08765984	EcoCyc Mine:(null); KEGG Mine:(null)
756	(2R,3S,4S,5R,6S)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-methylbut-3-en-2-yloxy)oxane-3,4,5-triol	C16H28O10	0.6392363950344174	CC(C)(C=C)OC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O	InChI=1S/C16H28O10/c1-4-15(2,3)26-13-11(20)10(19)9(18)8(25-13)5-23-14-12(21)16(22,6-17)7-24-14/h4,8-14,17-22H,1,5-7H2,2-3H3	BUKBJIBZOCTYLQ	-116.99318687507377	-2.5999999	PubChem:(11794150); Natural Products:(UNPD159004); SuperNatural:(SN00388575); COCONUT:(CNP0289717); additional:(null); Training Set:(null)
757	2-hydroxyglutarate	C5H8O5	0.6042140178236902	C(CC(=O)O)C(C(=O)O)O	InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)	HWXBTNAVRSUOJR	-71.24302632143944	-1.0	PubChem:(43, 439391, 439939, 4609868, 5460200, 5460355, 53262286, 91971781, 91971782, 91971783, 118396016, 121346977, 124202850, 131708657, 129883086); MeSH:(43, 439391); HMDB:(606, 694, 59655); KNApSAcK:(50428); CHEBI:(16782, 15801, 36149, 32796, 17084, 11596, 32797); KEGG:(C03196, C02630, C01087); Biocyc:(CPD-381, X-DGLC-HEX-1:5_6:A, B-DGLC-HEX-1:5_6:D, R-2-HYDROXYGLUTARATE); ZINC bio:(ZINC00402967, ZINC00402968); Natural Products:(UNPD129124, UNPD67085); YMDB:(59); Plantcyc:(CPD-381, R-2-HYDROXYGLUTARATE); NORMAN:(NS00014810); SuperNatural:(SN00227717, SN00253516); COCONUT:(CNP0156996); additional:(null); PubMed:(null); PubChem class - bio and metabolites:(null); Training Set:(null)
759	9H-Purin-6-amine, 8-(2-ethoxy-2-oxoethyl)-9-(2,3,5-tri-O-acetylpentofuranosyl)-	C20H25N5O9	0.28777494945110116	CCOC(=O)CC1=NC2=C(N=CN=C2N1C3C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)N	InChI=1S/C20H25N5O9/c1-5-30-14(29)6-13-24-15-18(21)22-8-23-19(15)25(13)20-17(33-11(4)28)16(32-10(3)27)12(34-20)7-31-9(2)26/h8,12,16-17,20H,5-7H2,1-4H3,(H2,21,22,23)	JILPFSJURDTFKI	-279.30433870182384	-0.5	PubChem:(386039)
760	null	C7H8O4P2	0.2741433267070028	C1C(C(OC1O)COC#P)OC#P	InChI=1S/C7H8O4P2/c8-7-1-5(10-4-13)6(11-7)2-9-3-12/h5-8H,1-2H2	RFFSLBCOSKVLTJ	-257.1778649508171	-0.200000003	PubChem:(89994818)
761	null	C26H32O13	0.5253005543092856	C1=CC(=CC=C1C=CC2=C(C(=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O)C4C(C(C(C(O4)CO)O)O)O)O	InChI=1S/C26H32O13/c27-9-16-19(31)21(33)23(35)25(37-16)18-12(4-1-11-2-5-13(29)6-3-11)7-14(30)8-15(18)38-26-24(36)22(34)20(32)17(10-28)39-26/h1-8,16-17,19-36H,9-10H2	XWIGGLSIYOMZCH	-243.33503483924397	-1.10000002	PubChem:(46913431)
763	null	C15H24N2O9P2	0.45794497648809745	CC1=CN(C(=O)NC1=O)C2CC(C(O2)C=CP(=O)(OC)OC)OP(=O)(C)OC	InChI=1S/C15H24N2O9P2/c1-10-9-17(15(19)16-14(10)18)13-8-12(26-27(5,20)22-2)11(25-13)6-7-28(21,23-3)24-4/h6-7,9,11-13H,8H2,1-5H3,(H,16,18,19)	DATLWMCZDDDFSU	-298.2717958997636	-1.5	PubChem:(130340957)
765	Epitope ID:153752	C23H43O22P	0.5897687179836735	CC1C(C(C(C(O1)OC(C(CO)O)C(COP(=O)(O)O)O)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)O)O	InChI=1S/C23H43O22P/c1-6-11(29)19(16(34)22(40-6)43-18(7(27)2-24)8(28)5-39-46(36,37)38)44-23-17(35)20(13(31)10(4-26)42-23)45-21-15(33)14(32)12(30)9(3-25)41-21/h6-35H,2-5H2,1H3,(H2,36,37,38)	YCKIPIFPDPUHBC	-152.75459562377299	-8.39999962	PubChem:(50909877, 50909879); CHEBI:(61104, 61108); PubMed:(null)
766	null	C15H24O9	0.6355900829972964	CC1C2C(C=COC2OC3C(C(C(C(O3)CO)O)O)O)C(C1O)O	InChI=1S/C15H24O9/c1-5-8-6(10(18)9(5)17)2-3-22-14(8)24-15-13(21)12(20)11(19)7(4-16)23-15/h2-3,5-21H,4H2,1H3	PVNCIZYCWIYOJP	-106.99517265907603	-1.89999998	PubChem:(101936031); KNApSAcK:(31598); Natural Products:(UNPD56641); SuperNatural:(SN00273896); COCONUT:(CNP0300583)
767	null	C15H14O7	0.38192269609442053	C1=CC(=C(C=C1O)O)C2C(C(C3=C(C=C(C=C3O2)O)O)O)O	InChI=1S/C15H14O7/c16-6-1-2-8(9(18)3-6)15-14(21)13(20)12-10(19)4-7(17)5-11(12)22-15/h1-5,13-21H	MQRVVKQMIKVVAR	-233.37002039048141	0.300000012	PubChem:(102164139); KEGG Mine:(null)
768	null	C31H34O11	0.5489390234635478	CC1C(CCC(O1)OC2CC(OC(C2O)C)C3=C(C4=C(C=C3)C(=O)C5=C6C(=CC(=C5C4=O)O)CC(CC6=O)(C)O)O)O	InChI=1S/C31H34O11/c1-12-17(32)6-7-22(41-12)42-21-9-20(40-13(2)27(21)35)15-4-5-16-24(28(15)36)30(38)25-18(33)8-14-10-31(3,39)11-19(34)23(14)26(25)29(16)37/h4-5,8,12-13,17,20-22,27,32-33,35-36,39H,6-7,9-11H2,1-3H3	LCLJPTVOPQSDAI	-300.3053952903679	2.54975057	KEGG Mine:(null)
769	null	C7H14O7	0.6278619934794096	COC(C(C(C(CO)O)O)O)C(=O)O	InChI=1S/C7H14O7/c1-14-6(7(12)13)5(11)4(10)3(9)2-8/h3-6,8-11H,2H2,1H3,(H,12,13)	WYMQFXFNXLZAIE	-68.94252791588524	-2.79999995	PubChem:(87456950); YMDB Mine:(null); EcoCyc Mine:(null); KEGG Mine:(null)
770	null	C7H17O9P	0.590548329859845	COC(C(COP(=O)(O)O)O)C(C(CO)O)O	InChI=1S/C7H17O9P/c1-15-7(6(11)4(9)2-8)5(10)3-16-17(12,13)14/h4-11H,2-3H2,1H3,(H2,12,13,14)	KMWRPRYCKYUZQP	-68.88455664741028	-2.94598031	EcoCyc Mine:(null); KEGG Mine:(null)
771	bmse000334	C7H8O2	0.585624551686876	CC1=C(C(=CC=C1)O)O	InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3	PGSWEKYNAOWQDF	-62.268751861743404	1.4844172	PubChem:(340, 46782205); MeSH:(340); CHEBI:(18404); KEGG:(C02923); Biocyc:(CPD-111); Natural Products:(UNPD60841); Plantcyc:(CPD-111); NORMAN:(NS00031826); SuperNatural:(SN00332671); COCONUT:(CNP0143209); additional:(null); PubMed:(null); YMDB Mine:(null); PubChem class - bio and metabolites:(null); PubChem class - safety and toxic:(null); Training Set:(null)
772	null	C21H28O10	0.42489751799170206	CC1=C(C=CC(=C1)C#CC2C(C(C(C(O2)CO)O)O)O)C3C(C(C(C(O3)CO)O)O)O	InChI=1S/C21H28O10/c1-9-6-10(3-5-12-15(24)18(27)16(25)13(7-22)30-12)2-4-11(9)21-20(29)19(28)17(26)14(8-23)31-21/h2,4,6,12-29H,7-8H2,1H3	ZIFANVHLGBDTKO	-333.18462048452545	-2.20000005	PubChem:(76684157, 123529443)
773	null	C11H12O4	0.4214504520754635	CC(C(=CC1=CC=C(C=C1)O)C(=O)O)O	InChI=1S/C11H12O4/c1-7(12)10(11(14)15)6-8-2-4-9(13)5-3-8/h2-7,12-13H,1H3,(H,14,15)	YSJPTNNIZRPGFW	-178.3949415706691	1.25839233	KEGG Mine:(null)
774	null	C8H8O4	0.36238240271320515	C=C1C=CC(=C(C1O)O)C(=O)O	InChI=1S/C8H8O4/c1-4-2-3-5(8(11)12)7(10)6(4)9/h2-3,6,9-10H,1H2,(H,11,12)	KFJHIKRAIHSDKU	-150.23914247279743	0.300000012	PubChem:(70140040)
775	2,3,4,5,6,6-hexaacetyloxyhexyl acetate	C20H28O14	0.23954671482657006	CC(=O)OCC(C(C(C(C(OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	InChI=1S/C20H28O14/c1-9(21)28-8-16(29-10(2)22)17(30-11(3)23)18(31-12(4)24)19(32-13(5)25)20(33-14(6)26)34-15(7)27/h16-20H,8H2,1-7H3	VDDHMTHDOZEEHK	-198.82018344556673	-0.100000001	PubChem:(2728799, 5204614, 21039631, 101015804); ZINC bio:(ZINC04204391); SuperNatural:(SN00128708); COCONUT:(CNP0074405)
776	null	C3H4N2O5S	0.23898749830299468	CC1=[N+](ON=C1S(=O)(=O)O)[O-]	InChI=1S/C3H4N2O5S/c1-2-3(11(7,8)9)4-10-5(2)6/h1H3,(H,7,8,9)	GYCDPKHVNUSSCM	-187.34550964700296	-0.705118775	PubChem:(44542154)
777	null	C20H30O13	0.5680863610482773	C1COC(C(C1O)O)OCC2=COC(C3C2C(C4C3O4)O)OC5C(C(C(C(O5)CO)O)O)O	InChI=1S/C20H30O13/c21-3-8-12(24)14(26)15(27)20(31-8)33-18-10-9(13(25)17-16(10)32-17)6(4-29-18)5-30-19-11(23)7(22)1-2-28-19/h4,7-27H,1-3,5H2	IMEGVKSWPUMUQL	-145.88323656494808	-3.37564898	Natural Products:(UNPD115844); SuperNatural:(SN00234906); COCONUT:(CNP0222425)
778	9,12-dioxododecanoic acid	C12H20O4	0.6395130399356014	C(CCCC(=O)CCC=O)CCCC(=O)O	InChI=1S/C12H20O4/c13-10-6-8-11(14)7-4-2-1-3-5-9-12(15)16/h10H,1-9H2,(H,15,16)	DRCRMCBLQUKXIB	-73.14822277750146	1.10000002	PubChem:(5312888)
779	null	C12H25O15P	0.44245121667833637	C(C(C(C(C(COC(=O)C(C(C(C(CO)O)O)O)OP(=O)(O)O)O)O)O)O)O	InChI=1S/C12H25O15P/c13-1-4(15)7(18)9(20)6(17)3-26-12(22)11(27-28(23,24)25)10(21)8(19)5(16)2-14/h4-11,13-21H,1-3H2,(H2,23,24,25)	OAEYQYJEBVEANP	-228.06618981647503	-7.30000019	PubChem:(129720675)
780	null	C9H12O4	0.34617086021534377	C1C(OC1=O)CCCC2CC(=O)O2	InChI=1S/C9H12O4/c10-8-4-6(12-8)2-1-3-7-5-9(11)13-7/h6-7H,1-5H2	ZDVQMESESLJFGQ	-165.8639386171132	0.600000024	PubChem:(89334263)
781	6-hydroxynonanoic acid	C9H18O3	0.6380295259540516	CCCC(CCCCC(=O)O)O	InChI=1S/C9H18O3/c1-2-5-8(10)6-3-4-7-9(11)12/h8,10H,2-7H2,1H3,(H,11,12)	USHAAPGWFOVBJE	-70.23765274207305	1.39999998	PubChem:(5312791); YMDB Mine:(null); KEGG Mine:(null)
782	null	C39H27N3O4	0.39157473537495846	COC1=CC(=C(C=C1C#CC2=CC=CC=N2)OC)C#CC3=NC(=CC=C3)C#CC4=C(C=C(C(=C4)OC)C#CC5=CC=CC=N5)OC	InChI=1S/C39H27N3O4/c1-43-36-26-30(38(45-3)24-28(36)14-18-32-10-5-7-22-40-32)16-20-34-12-9-13-35(42-34)21-17-31-27-37(44-2)29(25-39(31)46-4)15-19-33-11-6-8-23-41-33/h5-13,22-27H,1-4H3	YBOUEKJMEMCBRH	-236.30843273240626	6.80000019	PubChem:(86089213)
784	null	C23H26O13	0.5861131465968643	COC1=CC(=CC(=C1O)OC)C(=O)OCC2C(C(C(C(O2)OC3=CC=CC(=C3OC)C(=O)O)O)O)O	InChI=1S/C23H26O13/c1-31-13-7-10(8-14(32-2)16(13)24)22(30)34-9-15-17(25)18(26)19(27)23(36-15)35-12-6-4-5-11(21(28)29)20(12)33-3/h4-8,15,17-19,23-27H,9H2,1-3H3,(H,28,29)	ZNPHDHORSJKFJV	-153.26559686318595	0.590353906	Natural Products:(UNPD162477); SuperNatural:(SN00266527); COCONUT:(CNP0291427)
785	null	C9H8O4	0.5368027319626097	C1=CC2=C(C=CC(=O)O2)C(C1O)O	InChI=1S/C9H8O4/c10-6-2-3-7-5(9(6)12)1-4-8(11)13-7/h1-4,6,9-10,12H	KHZVYDKHPTZFRL	-171.3720705507265	0.0264509916	KEGG Mine:(null)
786	null	C9H7O3	0.4139777587890644	C1=CC=C(C(=C1)C=CC(=[O+])O)O	InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10-11H/q+1	SIITUNNLWPVDJD	-248.97131632396997	0.0	PubChem:(102509218)
787	[(2R,3R,4S,5R,6R)-3,4,5-triacetyloxy-6-(5-methoxy-6-methyl-7-oxotriazolo[4,5-d]pyrimidin-3-yl)oxan-2-yl]methyl acetate	C20H25N5O11	0.37531659744239454	CC(=O)OCC1C(C(C(C(O1)N2C3=C(C(=O)N(C(=N3)OC)C)N=N2)OC(=O)C)OC(=O)C)OC(=O)C	InChI=1S/C20H25N5O11/c1-8(26)32-7-12-14(33-9(2)27)15(34-10(3)28)16(35-11(4)29)19(36-12)25-17-13(22-23-25)18(30)24(5)20(21-17)31-6/h12,14-16,19H,7H2,1-6H3	SUYNUAMTNCWSAF	-384.6085825671393	-0.800000012	PubChem:(15160524)
788	2-(2-prop-2-enylpent-4-enyl)propanedioic acid	C11H16O4	0.4404868728703973	C=CCC(CC=C)CC(C(=O)O)C(=O)O	InChI=1S/C11H16O4/c1-3-5-8(6-4-2)7-9(10(12)13)11(14)15/h3-4,8-9H,1-2,5-7H2,(H,12,13)(H,14,15)	DHQHBXCZFQNHSA	-129.5039023636707	2.29999995	PubChem:(59237692)
789	null	C20H22O7	0.4045411889683258	COC1=C(C=CC(=C1)OCCOCCOC2=CC(=C(C=C2)C=O)OC)C=O	InChI=1S/C20H22O7/c1-23-19-11-17(5-3-15(19)13-21)26-9-7-25-8-10-27-18-6-4-16(14-22)20(12-18)24-2/h3-6,11-14H,7-10H2,1-2H3	NVYMIYQXMIBQEO	-271.6224647433011	2.29999995	PubChem:(101748000)
790	null	C21H36O13	0.5160262276272632	CC1C(C(C(C(O1)OC2CCCCC2OC3C(C(C(C(O3)CO)O)OC(C)C(=O)O)O)O)O)O	InChI=1S/C21H36O13/c1-8-13(23)15(25)16(26)20(31-8)32-10-5-3-4-6-11(10)33-21-17(27)18(30-9(2)19(28)29)14(24)12(7-22)34-21/h8-18,20-27H,3-7H2,1-2H3,(H,28,29)	JPMIEUNKFWLBFS	-295.8276016412406	-2.0	PubChem:(44456792, 44456819)
791	null	C18H18O12	0.4553011303710868	C1=C(C=C(C(=C1O)O)O)C(=O)OCC(C(CO)O)OC(=O)C2=CC(=C(C(=C2)O)O)O	InChI=1S/C18H18O12/c19-5-13(24)14(30-18(28)8-3-11(22)16(26)12(23)4-8)6-29-17(27)7-1-9(20)15(25)10(21)2-7/h1-4,13-14,19-26H,5-6H2	YPRIQIFDUWIHOY	-238.79910174424367	0.0	PubChem:(117628086, 117628104)
792	null	C9H10O7	0.330783937927782	C(=CC(=O)C=CC(=O)O)C(C(C(=O)O)O)O	InChI=1S/C9H10O7/c10-5(2-4-7(12)13)1-3-6(11)8(14)9(15)16/h1-4,6,8,11,14H,(H,12,13)(H,15,16)	PFZPBJQHSOSRKI	-176.28421247350207	-1.08765984	EcoCyc Mine:(null); KEGG Mine:(null)
793	null	C13H16O9	0.6377151408709404	C1=CC(=C(C=C1O)OC2C(C(C(C(O2)CO)O)O)O)C(=O)O	InChI=1S/C13H16O9/c14-4-8-9(16)10(17)11(18)13(22-8)21-7-3-5(15)1-2-6(7)12(19)20/h1-3,8-11,13-18H,4H2,(H,19,20)	OPHLJAQTOYKXTB	-140.84799715774167	-1.30935597	PubChem:(69122346); Natural Products:(UNPD179729); SuperNatural:(SN00273884); COCONUT:(CNP0152003)
794	null	C9H19O4PS	0.29863731716802516	CCCCCCCCCOP1(=O)OSO1	InChI=1S/C9H19O4PS/c1-2-3-4-5-6-7-8-9-11-14(10)12-15-13-14/h2-9H2,1H3	KDMAYUTUVJTGPM	-260.77213711657805	3.9000001	PubChem:(70636947)
795	null	C30H25N13O4	0.48911452843187125	C1CC2=C(C1NC(=O)C3=CC(=NC4=NN=NN34)C(=O)NCC5=CC6=C(CCN(C6)C7=C(C(=O)C7=O)N)C=C5)C=CC(=C2)C8=NNN=N8	InChI=1S/C30H25N13O4/c31-23-24(26(45)25(23)44)42-8-7-15-2-1-14(9-18(15)13-42)12-32-28(46)21-11-22(43-30(34-21)37-40-41-43)29(47)33-20-6-4-16-10-17(3-5-19(16)20)27-35-38-39-36-27/h1-3,5,9-11,20H,4,6-8,12-13,31H2,(H,32,46)(H,33,47)(H,35,36,38,39)	CZMGQUDOMWMNDL	-283.48601981499877	0.5	PubChem:(91198505)
796	2-Hydroxy-6-oxonanoic acid	C9H16O4	0.5538149694152298	CCCC(=O)CCCC(C(=O)O)O	InChI=1S/C9H16O4/c1-2-4-7(10)5-3-6-8(11)9(12)13/h8,11H,2-6H2,1H3,(H,12,13)	LOPFTHSFVWHWJE	-134.54149921400764	0.400000006	PubChem:(194457); MeSH:(194457); PubMed:(null)
797	dihydroxy-nonoxy-sulfanylidene-$l^{5}-phosphane	C9H21O3PS	0.4292694542230099	CCCCCCCCCOP(=S)(O)O	InChI=1S/C9H21O3PS/c1-2-3-4-5-6-7-8-9-12-13(10,11)14/h2-9H2,1H3,(H2,10,11,14)	LCNFWZLAKWIVKS	-169.97814397469372	4.0999999	PubChem:(19374029)
798	null	C9H10O5	0.4011945938303049	C1=CC(=C(C(C1O)O)C=CC(=O)O)O	InChI=1S/C9H10O5/c10-6-2-3-7(11)9(14)5(6)1-4-8(12)13/h1-4,7,9-11,14H,(H,12,13)	UNQSEAOEYWSBJD	-148.4625366472133	-0.592095435	KEGG Mine:(null)
799	(2S,3R)-3-[(2S,3S)-3-carboxyoxiran-2-yl]oxirane-2-carboxylic acid	C6H6O6	0.6028560405442188	C1(C(O1)C(=O)O)C2C(O2)C(=O)O	InChI=1S/C6H6O6/c7-5(8)3-1(11-3)2-4(12-2)6(9)10/h1-4H,(H,7,8)(H,9,10)	IRDWPCCLUCUYGV	-66.44354033082159	-1.10000002	PubChem:(11008413, 15972249, 53931084)
